Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Erick Dampier,C,25,GSW,43,26,1038,126,314,.401,0,2,.000,126,312,.404,.401,67,126,.532,97,153,250,59,17,58,82,123,319,10.0,.432,.006,.401,9.2,17.0,12.8,9.2,0.8,4.0,18.2,18.4,,-1.0,0.6,-0.5,-0.021,,-4.4,-0.8,-5.2,-0.8
Antonio Daniels,PG,25,SAS,79,23,2060,275,588,.468,74,183,.404,201,405,.496,.531,121,156,.776,26,137,163,304,61,14,109,120,745,15.5,.567,.311,.265,1.5,7.2,4.5,24.9,1.6,0.5,14.2,17.5,,4.1,2.4,6.6,.153,,1.3,0.4,1.7,1.9
Kornél Dávid,SF,29,TOT,27,0,209,25,51,.490,0,0,,25,51,.490,.490,12,13,.923,15,37,52,7,6,4,11,28,62,12.0,.547,.000,.255,7.8,20.1,13.8,5.3,1.5,1.3,16.2,14.3,,0.2,0.2,0.4,.102,,-2.5,0.5,-2.0,0.0
Antonio Davis,C,32,TOR,78,77,2729,375,866,.433,0,1,.000,375,865,.434,.433,319,423,.754,274,513,787,106,22,151,135,230,1069,16.5,.508,.001,.488,11.0,21.7,16.2,6.2,0.4,3.9,11.4,19.5,,4.2,3.1,7.2,.127,,-0.3,-0.8,-1.1,0.6
Baron Davis,PG,21,CHH,82,82,3192,409,957,.427,85,274,.310,324,683,.474,.472,228,337,.677,129,279,408,598,170,36,226,267,1131,16.6,.512,.286,.352,4.6,9.9,7.3,32.5,2.9,0.8,17.0,19.2,,4.2,4.7,8.9,.134,,1.0,1.4,2.4,3.6
Dale Davis,C,31,POR,81,43,2162,242,487,.497,0,4,.000,242,483,.501,.497,96,152,.632,233,373,606,103,44,76,67,199,580,15.1,.524,.008,.312,13.3,19.9,16.7,7.4,1.1,2.6,10.8,13.4,,3.8,2.8,6.6,.147,,0.3,-0.1,0.2,1.2
Emanual Davis,SG,32,SEA,62,39,1290,133,318,.418,50,127,.394,83,191,.435,.497,45,55,.818,28,126,154,137,64,12,77,101,361,11.8,.527,.399,.173,2.5,11.2,6.9,16.1,2.6,0.7,18.4,14.7,,0.9,0.9,1.8,.067,,-1.0,0.7,-0.4,0.5
Hubert Davis,PG,30,TOT,66,18,1692,196,433,.453,78,171,.456,118,262,.450,.543,54,62,.871,28,111,139,110,35,1,81,121,524,10.0,.569,.395,.143,1.9,7.3,4.6,10.3,1.1,0.0,15.0,14.5,,1.6,0.6,2.2,.062,,-0.6,-1.1,-1.7,0.1
Ricky Davis,SG,21,MIA,7,0,70,12,29,.414,1,1,1.000,11,28,.393,.431,7,8,.875,1,6,7,11,5,2,5,7,32,18.9,.492,.034,.276,1.7,10.2,5.9,31.0,3.9,2.2,13.3,26.0,,0.1,0.1,0.2,.139,,-0.2,3.3,3.0,0.1
Terry Davis,PF,33,DEN,19,1,228,12,25,.480,0,0,,12,25,.480,.480,9,22,.409,24,29,53,7,1,1,5,34,33,6.7,.476,.000,.880,11.3,14.0,12.6,4.4,0.2,0.3,12.6,7.8,,0.2,0.0,0.2,.051,,-3.7,-1.8,-5.6,-0.2
Todd Day,SG,31,MIN,31,0,345,44,118,.373,26,69,.377,18,49,.367,.483,18,23,.783,10,27,37,28,10,7,24,52,132,10.1,.515,.585,.195,3.3,9.0,6.1,12.2,1.5,1.4,15.8,19.9,,0.1,0.2,0.3,.048,,-1.3,-0.9,-2.1,0.0
Andrew DeClercq,C,27,ORL,67,51,903,107,193,.554,0,0,,107,193,.554,.554,47,82,.573,91,145,236,32,41,33,51,198,261,12.8,.570,.000,.425,10.9,18.3,14.5,5.6,2.3,2.7,18.2,13.7,,1.0,1.4,2.5,.132,,-3.4,1.2,-2.2,0.0
Vinny Del Negro,PG,34,TOT,65,1,922,106,234,.453,1,13,.077,105,221,.475,.455,41,44,.932,12,70,82,126,26,3,34,78,254,11.3,.501,.056,.188,1.4,8.8,4.9,21.7,1.5,0.2,11.8,13.6,,1.0,0.6,1.6,.085,,-2.2,0.4,-1.8,0.0
Tony Delk,SG,27,PHO,82,11,2288,383,923,.415,54,168,.321,329,755,.436,.444,185,235,.787,76,185,261,160,75,17,101,171,1005,13.4,.490,.182,.255,3.7,9.3,6.5,12.1,1.7,0.5,9.0,22.0,,1.7,2.9,4.6,.096,,-0.7,0.1,-0.6,0.8
Derrick Dial,SG,25,SAS,33,0,207,36,83,.434,2,10,.200,34,73,.466,.446,12,21,.571,12,26,38,21,4,6,12,22,86,14.3,.466,.120,.253,6.9,13.5,10.4,18.3,1.0,2.0,11.5,23.7,,0.1,0.3,0.4,.091,,-1.5,0.0,-1.5,0.0
Michael Dickerson,SG,25,VAN,70,69,2618,425,1020,.417,86,230,.374,339,790,.429,.459,206,270,.763,70,159,229,233,62,27,162,207,1142,12.4,.501,.225,.265,3.1,6.9,5.0,15.8,1.2,0.7,12.5,22.7,,1.2,0.7,1.8,.034,,-0.7,-1.5,-2.2,-0.2
Vlade Divac,C,32,SAC,81,81,2420,364,755,.482,4,14,.286,360,741,.486,.485,242,350,.691,207,466,673,231,87,93,192,242,974,17.7,.536,.019,.464,9.5,20.2,15.0,15.2,1.8,2.6,17.4,20.1,,3.1,4.3,7.4,.147,,0.3,1.6,1.9,2.4
Michael Doleac,C,23,ORL,77,21,1398,220,527,.417,0,3,.000,220,524,.420,.417,50,59,.847,70,203,273,65,37,41,59,239,490,9.9,.443,.006,.112,5.4,16.5,10.8,7.8,1.4,2.2,9.6,19.4,,-0.2,1.7,1.5,.050,,-4.4,0.1,-4.3,-0.8
Keyon Dooling,PG,20,LAC,76,1,1237,148,362,.409,28,80,.350,120,282,.426,.448,125,179,.698,8,81,89,177,41,11,94,107,449,12.6,.509,.221,.494,0.8,7.3,4.1,23.7,1.8,0.6,17.6,20.0,,0.8,0.7,1.4,.056,,-1.5,-0.9,-2.5,-0.2
Sherman Douglas,PG,34,NJN,59,7,1094,122,303,.403,8,40,.200,114,263,.433,.416,86,115,.748,21,53,74,144,36,4,79,93,338,9.9,.478,.132,.380,2.1,5.7,3.9,22.2,1.7,0.3,18.3,17.9,,-0.1,0.3,0.2,.007,,-2.5,-1.4,-3.9,-0.5
Bryce Drew,PG,26,CHI,48,41,1305,124,327,.379,40,105,.381,84,222,.378,.440,14,19,.737,12,57,69,185,32,3,68,99,302,7.9,.450,.321,.058,1.1,5.4,3.1,24.0,1.3,0.2,16.9,14.4,,-0.3,-0.1,-0.4,-0.015,,-2.9,-2.1,-4.9,-1.0
Chris Dudley,C,35,PHO,53,33,613,29,73,.397,0,0,,29,73,.397,.397,14,36,.389,64,119,183,18,14,29,26,111,72,7.2,.405,.000,.493,11.6,22.4,16.9,4.2,1.2,3.4,22.6,8.4,,-0.2,1.2,1.0,.079,,-5.4,1.2,-4.2,-0.3
Tim Duncan,PF,24,SAS,82,82,3174,702,1406,.499,7,27,.259,695,1379,.504,.502,409,662,.618,259,738,997,245,70,192,242,247,1820,23.8,.536,.019,.471,9.7,25.1,17.8,15.3,1.2,4.2,12.5,28.7,,6.2,7.1,13.2,.200,,2.9,1.8,4.7,5.4
Tyus Edney,PG,27,IND,24,0,263,35,91,.385,1,6,.167,34,85,.400,.390,35,39,.897,5,19,24,54,17,0,25,17,106,16.6,.490,.066,.429,2.2,7.9,5.2,35.7,3.5,0.0,18.8,23.6,,0.2,0.3,0.5,.088,,-0.7,0.1,-0.6,0.1
Kevin Edwards,SG,35,VAN,46,5,634,56,170,.329,5,19,.263,51,151,.338,.344,43,53,.811,23,59,82,52,29,8,37,46,160,8.3,.414,.112,.312,4.2,10.6,7.4,12.9,2.4,0.9,16.1,16.6,,-0.6,0.5,-0.1,-0.011,,-3.7,0.5,-3.2,-0.2
Howard Eisley,SG,28,DAL,82,40,2426,265,675,.393,107,269,.398,158,406,.389,.472,104,126,.825,23,174,197,295,99,12,102,218,741,11.7,.507,.399,.187,1.1,7.8,4.5,18.2,2.1,0.4,12.3,15.6,,2.4,2.0,4.4,.087,,-0.5,0.6,0.0,1.2
Obinna Ekezie,PF,25,TOT,33,0,281,32,81,.395,0,0,,32,81,.395,.395,37,53,.698,31,47,78,9,5,5,14,48,101,12.4,.484,.000,.654,12.7,19.9,16.2,5.3,0.9,1.3,11.8,18.8,,0.3,0.1,0.4,.072,,-2.5,-1.7,-4.2,-0.2
Khalid El-Amin,PG,21,CHI,50,14,936,115,311,.370,28,84,.333,87,227,.383,.415,56,72,.778,21,60,81,145,48,2,54,99,314,12.2,.458,.270,.232,2.6,7.9,5.1,27.5,2.8,0.2,13.6,19.7,,0.2,0.4,0.6,.030,,-1.7,-0.7,-2.4,-0.1
Mario Elie,SG,37,PHO,68,67,1506,104,246,.423,36,100,.360,68,146,.466,.496,55,69,.797,38,117,155,131,58,12,60,112,299,9.3,.541,.407,.280,2.8,9.0,5.8,12.9,2.0,0.6,17.8,10.0,,1.1,2.0,3.1,.097,,-2.2,2.0,-0.2,0.7
Sean Elliott,SF,32,SAS,52,34,1229,147,339,.434,55,129,.426,92,210,.438,.515,60,84,.714,17,153,170,81,23,25,51,80,409,12.4,.544,.381,.248,1.6,13.4,7.8,10.8,1.0,1.4,11.9,16.3,,1.3,1.7,3.0,.118,,0.6,1.1,1.7,1.2
LaPhonso Ellis,PF,30,MIN,82,5,1948,298,642,.464,7,22,.318,291,620,.469,.470,169,214,.790,199,295,494,93,67,74,108,290,772,16.0,.524,.034,.333,11.6,17.5,14.5,7.5,1.8,2.7,12.8,19.6,,2.9,2.3,5.2,.127,,-0.9,-0.3,-1.2,0.4
Pervis Ellison,C,33,SEA,9,0,40,2,7,.286,0,0,,2,7,.286,.286,2,2,1.000,2,10,12,3,0,2,3,13,6,2.4,.381,.000,.286,5.8,28.6,17.2,10.5,0.0,3.6,27.6,12.3,,-0.1,0.0,0.0,-0.013,,-9.0,1.5,-7.5,-0.1
Evan Eschmeyer,C,25,NJN,74,51,1331,92,200,.460,0,0,,92,200,.460,.460,67,102,.657,135,231,366,40,41,58,53,220,251,10.8,.512,.000,.510,11.3,20.5,15.8,4.7,1.6,3.3,17.8,10.1,,1.1,1.5,2.5,.091,,-3.0,0.4,-2.6,-0.2
Patrick Ewing,C,38,SEA,79,79,2107,294,684,.430,0,2,.000,294,682,.431,.430,172,251,.685,124,461,585,92,53,91,151,229,760,12.9,.478,.003,.367,6.8,25.0,15.9,7.0,1.3,3.1,16.0,20.3,,-0.5,2.5,2.0,.046,,-2.9,-0.2,-3.2,-0.6
Jamie Feick,C,26,NJN,6,0,149,8,23,.348,0,0,,8,23,.348,.348,6,12,.500,12,44,56,5,8,3,7,15,22,10.2,.389,.000,.522,9.0,34.9,21.6,5.2,2.8,1.5,19.8,10.7,,-0.1,0.3,0.2,.050,,-2.3,0.5,-1.8,0.0
Danny Ferry,SF,34,SAS,80,29,1688,178,375,.475,70,156,.449,108,219,.493,.568,22,30,.733,55,168,223,71,28,21,50,169,448,10.1,.577,.416,.080,3.9,10.7,7.5,6.8,0.9,0.9,11.4,12.2,,2.1,2.0,4.1,.117,,-0.6,0.6,0.0,0.8
Michael Finley,SF,27,DAL,82,82,3443,711,1552,.458,91,263,.346,620,1289,.481,.487,252,325,.775,109,316,425,360,118,32,190,174,1765,18.2,.521,.169,.209,3.6,10.0,6.9,18.3,1.8,0.7,10.1,24.9,,5.6,2.9,8.5,.119,,2.4,-0.5,1.9,3.4
Derek Fisher,PG,26,LAL,20,20,709,77,187,.412,25,63,.397,52,124,.419,.479,50,62,.806,5,54,59,87,39,2,29,50,229,14.0,.534,.337,.332,0.8,8.5,4.7,18.3,2.9,0.2,11.9,15.4,,1.2,0.5,1.8,.119,,-0.6,0.8,0.2,0.4
Marcus Fizer,PF,22,CHI,72,13,1580,278,646,.430,10,39,.256,268,607,.442,.438,117,161,.727,76,237,313,76,30,19,124,175,683,11.0,.476,.060,.249,5.5,18.5,11.8,9.4,1.0,0.9,14.7,24.7,,-1.3,0.6,-0.7,-0.022,,-3.3,-2.8,-6.1,-1.6
Danny Fortson,PF,24,GSW,6,6,203,29,50,.580,0,0,,29,50,.580,.580,42,54,.778,29,69,98,5,2,0,10,22,100,24.4,.678,.000,1.080,14.0,39.3,25.6,4.1,0.5,0.0,11.9,17.4,,0.9,0.2,1.1,.258,,4.4,-1.4,3.0,0.2
Greg Foster,C,32,LAL,62,8,451,56,133,.421,3,9,.333,53,124,.427,.432,10,14,.714,29,83,112,32,9,12,25,76,125,9.5,.449,.068,.105,7.3,20.6,14.0,10.8,1.0,1.9,15.2,16.3,,0.0,0.4,0.4,.044,,-4.1,-0.2,-4.4,-0.3
Jeff Foster,C,24,IND,71,9,1152,100,213,.469,2,7,.286,98,206,.476,.474,47,91,.516,144,245,389,33,39,28,52,152,249,12.5,.492,.033,.427,14.6,23.4,19.1,4.6,1.8,1.7,17.0,12.4,,0.8,1.9,2.7,.113,,-1.9,-0.2,-2.1,0.0
Rick Fox,SF,31,LAL,82,77,2291,287,646,.444,118,300,.393,169,346,.488,.536,95,122,.779,80,245,325,262,70,29,136,225,787,13.8,.562,.464,.189,4.0,11.9,8.0,17.4,1.6,0.9,16.3,16.3,,3.7,1.4,5.1,.107,,0.8,-0.3,0.5,1.4
Adonal Foyle,C,25,GSW,58,37,1457,156,375,.416,0,0,,156,375,.416,.416,30,68,.441,156,249,405,48,31,156,79,136,342,12.4,.422,.000,.181,10.5,19.7,14.7,5.2,1.1,7.6,16.3,14.0,,-0.8,1.5,0.7,.022,,-3.6,0.8,-2.8,-0.3
Steve Francis,PG,23,HOU,80,79,3194,550,1219,.451,133,336,.396,417,883,.472,.506,358,438,.817,190,363,553,517,141,31,265,274,1591,21.6,.563,.276,.359,7.1,12.8,10.0,28.4,2.3,0.7,15.8,24.2,,9.2,3.0,12.2,.184,,4.5,0.5,5.0,5.7
Todd Fuller,C,26,MIA,10,0,77,10,35,.286,0,0,,10,35,.286,.286,8,8,1.000,7,11,18,1,3,2,3,10,28,9.3,.363,.000,.229,10.8,17.0,13.9,2.4,2.1,2.0,7.2,26.1,,-0.1,0.1,0.0,-0.002,,-5.9,-1.9,-7.8,-0.1
Lawrence Funderburke,PF,30,SAC,59,2,698,120,242,.496,0,0,,120,242,.496,.496,48,77,.623,74,122,196,17,9,13,32,44,288,16.1,.522,.000,.318,11.7,18.3,15.1,4.0,0.7,1.2,10.4,19.5,,1.0,0.9,1.9,.129,,0.0,-1.7,-1.8,0.0
Rubén Garcés,PF,27,TOT,13,0,73,7,22,.318,0,0,,7,22,.318,.318,2,8,.250,16,13,29,5,3,2,5,14,16,9.7,.313,.000,.364,23.7,20.6,22.2,10.5,2.1,2.0,16.4,18.4,,-0.1,0.1,0.0,.009,,-4.1,-0.8,-4.9,-0.1
Chris Garner,PG,25,GSW,8,0,149,7,37,.189,0,7,.000,7,30,.233,.189,5,6,.833,2,10,12,18,7,1,9,18,19,1.0,.240,.189,.162,1.3,7.8,4.3,17.4,2.4,0.5,18.5,13.8,,-0.4,0.0,-0.4,-0.123,,-9.8,-2.1,-12.0,-0.4
Kevin Garnett,PF,24,MIN,81,81,3202,704,1475,.477,19,66,.288,685,1409,.486,.484,357,467,.764,219,702,921,401,111,145,230,204,1784,23.9,.531,.045,.317,7.7,25.3,16.4,21.8,1.8,3.2,12.0,27.0,,7.0,4.8,11.8,.176,,4.5,1.4,6.0,6.4
Dean Garrett,C,34,MIN,70,21,831,75,156,.481,0,0,,75,156,.481,.481,27,39,.692,65,152,217,24,26,49,25,93,177,12.5,.511,.000,.250,8.8,21.1,14.9,4.1,1.6,4.2,12.6,10.8,,0.7,1.2,1.9,.109,,-1.6,1.0,-0.6,0.3
Pat Garrity,SF,24,ORL,76,1,1579,223,576,.387,97,224,.433,126,352,.358,.471,85,98,.867,51,159,210,51,40,15,68,241,628,10.1,.507,.389,.170,3.5,11.4,7.4,5.3,1.3,0.7,9.9,19.2,,1.2,1.3,2.5,.076,,-2.0,-1.0,-3.0,-0.4
Chris Gatling,PF,33,CLE,74,6,1670,329,733,.449,28,92,.304,301,641,.470,.468,156,228,.684,99,292,391,61,52,27,119,185,842,15.6,.505,.126,.311,6.9,20.2,13.6,6.9,1.6,1.2,12.5,25.8,,0.8,1.6,2.4,.068,,-0.7,-1.2,-1.9,0.0
Matt Geiger,C,31,PHI,35,4,542,88,224,.393,0,2,.000,88,222,.396,.393,37,54,.685,50,89,139,14,12,8,25,73,213,11.5,.430,.009,.241,10.6,18.2,14.5,4.5,1.2,1.1,9.2,22.8,,-0.1,0.8,0.7,.065,,-3.2,-1.0,-4.2,-0.3
Devean George,SF,23,LAL,59,1,593,64,207,.309,15,68,.221,49,139,.353,.345,39,55,.709,35,75,110,19,15,15,34,87,182,6.2,.394,.329,.266,6.7,14.1,10.5,4.8,1.3,1.8,12.8,20.0,,-0.7,0.4,-0.3,-0.023,,-5.6,-2.0,-7.6,-0.8
Eddie Gill,PG,22,NJN,8,0,152,16,41,.390,3,9,.333,13,32,.406,.427,4,5,.800,0,9,9,24,4,1,10,9,39,8.9,.451,.220,.122,0.0,7.0,3.4,26.3,1.4,0.5,18.8,15.9,,-0.1,0.0,0.0,-0.010,,-2.8,-1.9,-4.7,-0.1
Kendall Gill,SG,32,NJN,31,26,892,107,323,.331,4,14,.286,103,309,.333,.337,65,90,.722,32,99,131,87,47,7,48,64,283,10.1,.390,.043,.279,4.0,13.1,8.4,16.7,2.8,0.6,11.7,20.9,,-1.1,0.8,-0.4,-0.021,,-3.0,0.3,-2.7,-0.2
Dion Glover,SG,22,ATL,57,7,929,141,336,.420,9,46,.196,132,290,.455,.433,47,69,.681,39,92,131,69,49,10,54,92,338,12.3,.461,.137,.205,4.7,11.1,7.9,12.9,2.8,0.8,12.8,20.2,,-0.1,0.9,0.8,.040,,-2.3,0.4,-1.9,0.0
Anthony Goldwire,PG,29,DEN,20,0,201,30,80,.375,9,34,.265,21,46,.457,.431,13,17,.765,1,11,12,34,9,0,15,13,82,12.6,.469,.425,.213,0.5,6.0,3.2,28.0,2.3,0.0,14.6,22.7,,0.0,0.1,0.1,.023,,-0.9,-1.3,-2.2,0.0
Steve Goodrich,PF,24,CHI,12,0,133,7,18,.389,1,3,.333,6,15,.400,.417,4,7,.571,7,14,21,6,2,1,8,14,19,4.1,.451,.167,.389,6.0,13.0,9.4,7.1,0.8,0.6,27.5,10.2,,-0.1,0.0,-0.1,-0.038,,-4.9,-2.6,-7.5,-0.2
Brian Grant,C,28,MIA,82,79,2771,484,1010,.479,0,1,.000,484,1009,.480,.479,282,354,.797,217,501,718,101,60,71,170,293,1250,17.5,.536,.001,.350,9.3,21.5,15.4,7.2,1.2,2.0,12.7,23.4,,3.7,5.0,8.7,.151,,-0.3,0.2,-0.1,1.3
Gary Grant,PG,35,POR,4,0,17,5,7,.714,0,0,,5,7,.714,.714,0,0,,0,0,0,1,0,0,0,1,10,22.8,.714,.000,.000,0.0,0.0,0.0,12.6,0.0,0.0,0.0,19.1,,0.1,0.0,0.1,.209,,2.8,0.2,3.0,0.0
Horace Grant,PF,35,LAL,77,77,2390,263,569,.462,0,3,.000,263,566,.465,.462,131,169,.775,220,325,545,121,51,61,48,181,657,14.3,.511,.005,.297,10.5,15.2,12.9,7.5,1.1,1.8,6.9,12.9,,4.8,1.7,6.5,.130,,0.6,-0.6,0.0,1.2
A.C. Green,PF,37,MIA,82,1,1411,144,324,.444,0,6,.000,144,318,.453,.444,79,111,.712,107,206,313,39,30,8,45,119,367,11.2,.492,.019,.343,9.0,17.3,13.2,4.8,1.2,0.4,10.8,14.4,,1.1,2.1,3.2,.110,,-2.2,0.0,-2.2,-0.1
Adrian Griffin,SF,26,BOS,44,0,377,33,97,.340,9,26,.346,24,71,.338,.387,18,24,.750,27,60,87,27,18,5,18,45,93,10.5,.432,.268,.247,8.0,19.4,13.5,11.7,2.5,1.0,14.3,15.1,,0.0,0.5,0.4,.056,,-2.5,0.1,-2.4,0.0
Tom Gugliotta,PF,31,PHO,57,2,1159,149,380,.392,3,12,.250,146,368,.397,.396,61,77,.792,76,179,255,55,47,21,51,110,362,11.1,.437,.032,.203,7.3,17.8,12.5,7.7,2.1,1.3,11.0,17.9,,-0.3,2.0,1.8,.073,,-3.1,1.0,-2.1,0.0
A.J. Guyton,PG,22,CHI,33,8,630,78,192,.406,27,69,.391,51,123,.415,.477,15,18,.833,10,26,36,64,9,5,24,35,198,10.3,.495,.359,.094,1.8,5.1,3.4,18.1,0.8,0.6,10.7,16.5,,0.4,-0.1,0.3,.020,,-0.8,-3.2,-4.0,-0.3
Darvin Ham,SF,27,MIL,29,13,540,39,80,.488,2,3,.667,37,77,.481,.500,29,49,.592,56,65,121,25,17,21,33,85,109,10.1,.537,.038,.613,11.8,13.6,12.7,6.5,1.6,2.9,24.5,11.3,,0.4,0.5,0.9,.079,,-2.7,0.2,-2.5,-0.1
Richard Hamilton,SF,22,WAS,78,42,2519,547,1249,.438,40,146,.274,507,1103,.460,.454,277,319,.868,75,163,238,224,75,10,201,203,1411,15.7,.508,.117,.255,3.4,7.7,5.5,17.7,1.5,0.3,12.6,28.1,,2.3,0.1,2.4,.046,,0.4,-2.6,-2.2,-0.1
Zendon Hamilton,C,25,LAC,3,0,19,2,9,.222,0,0,,2,9,.222,.222,5,8,.625,3,5,8,0,0,0,2,4,9,5.7,.359,.000,.889,18.6,29.3,24.1,0.0,0.0,0.0,13.8,35.3,,-0.1,0.0,0.0,-0.119,,-8.9,-6.1,-15.0,-0.1
Tom Hammonds,PF,33,MIN,7,0,30,3,10,.300,0,0,,3,10,.300,.300,1,2,.500,2,2,4,1,0,0,3,8,7,-4.9,.322,.000,.200,7.5,7.7,7.6,4.8,0.0,0.0,21.6,20.9,,-0.1,0.0,-0.1,-0.187,,-12.8,-4.7,-17.5,-0.1
Anfernee Hardaway,SG,29,PHO,4,4,112,15,36,.417,2,8,.250,13,28,.464,.444,7,11,.636,5,13,18,15,6,1,3,6,39,16.6,.477,.222,.306,5.0,13.4,9.1,22.0,2.8,0.6,6.8,17.5,,0.2,0.2,0.4,.155,,0.7,2.4,3.0,0.1
Tim Hardaway,PG,34,MIA,77,77,2613,408,1042,.392,189,517,.366,219,525,.417,.482,145,181,.801,26,178,204,483,90,6,189,155,1150,16.7,.513,.496,.174,1.2,8.1,4.6,35.5,1.9,0.2,14.4,24.3,,3.1,3.3,6.4,.118,,2.8,-0.4,2.4,2.9
Ron Harper,PG,37,LAL,47,46,1139,127,271,.469,19,72,.264,108,199,.543,.504,34,48,.708,46,120,166,113,39,25,62,70,307,12.5,.525,.266,.177,4.6,11.8,8.2,14.8,1.8,1.5,17.5,13.9,,1.0,0.8,1.8,.077,,-0.2,0.4,0.2,0.6
Matt Harpring,SG,24,CLE,56,55,1615,238,524,.454,13,52,.250,225,472,.477,.467,134,165,.812,90,152,242,102,42,17,90,161,623,13.3,.522,.099,.315,6.5,10.9,8.7,10.9,1.4,0.8,13.1,19.2,,1.8,0.8,2.6,.077,,-0.4,-1.0,-1.3,0.3
Al Harrington,PF,20,IND,78,38,1892,241,543,.444,1,7,.143,240,536,.448,.445,103,157,.656,119,262,381,130,63,18,148,223,586,10.2,.479,.013,.289,7.4,15.2,11.4,11.8,1.8,0.7,19.5,18.8,,-1.0,2.2,1.2,.031,,-3.3,-0.1,-3.4,-0.7
Othella Harrington,C,27,TOT,74,45,1815,247,507,.487,0,3,.000,247,504,.490,.487,171,224,.763,139,249,388,56,34,45,145,237,665,12.0,.549,.006,.442,9.0,15.7,12.4,5.3,1.0,1.8,19.3,19.2,,0.8,1.7,2.5,.067,,-2.9,-0.4,-3.3,-0.6
Lucious Harris,SG,30,NJN,73,50,2071,265,624,.425,46,132,.348,219,492,.445,.462,107,139,.770,71,217,288,135,74,16,64,127,683,12.9,.498,.212,.223,3.8,12.4,8.0,11.3,1.9,0.6,8.5,16.4,,2.0,1.2,3.1,.073,,-0.2,-0.4,-0.7,0.7
Jason Hart,PG,22,MIL,1,0,10,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,1,0,0,2,0,2,1.7,1.000,.000,.000,0.0,0.0,0.0,14.6,0.0,0.0,66.7,13.6,,0.0,0.0,0.0,-0.159,,-5.7,-4.4,-10.2,0.0
Antonio Harvey,PF,30,POR,12,0,72,13,28,.464,0,0,,13,28,.464,.464,5,6,.833,5,9,14,4,1,6,3,10,31,17.0,.506,.000,.214,8.6,14.4,11.6,9.6,0.7,6.2,8.9,21.7,,0.1,0.1,0.2,.135,,-1.2,0.0,-1.2,0.0
Donnell Harvey,PF,20,DAL,18,0,65,8,14,.571,0,0,,8,14,.571,.571,6,16,.375,6,14,20,2,3,1,7,15,22,9.8,.523,.000,1.143,10.6,23.4,17.2,4.7,2.4,1.1,25.0,19.6,,-0.1,0.1,0.1,.039,,-6.6,0.1,-6.5,-0.1
Hersey Hawkins,SG,34,CHH,59,0,681,56,137,.409,17,46,.370,39,91,.429,.471,54,63,.857,17,63,80,72,33,9,19,45,183,14.3,.555,.336,.460,2.9,10.5,6.7,17.0,2.6,1.0,10.3,12.4,,1.4,1.0,2.3,.165,,0.2,2.6,2.8,0.8
Michael Hawkins,PG,28,CLE,10,0,76,3,9,.333,2,4,.500,1,5,.200,.444,0,0,,2,3,5,13,2,0,6,13,8,3.7,.444,.444,.000,3.1,4.6,3.8,24.8,1.4,0.0,40.0,8.9,,0.0,0.0,0.0,-0.022,,-4.7,-0.6,-5.3,-0.1
Alan Henderson,PF,28,ATL,73,42,1810,298,671,.444,0,1,.000,298,670,.445,.444,173,271,.638,180,226,406,50,51,29,126,164,769,14.0,.487,.001,.404,11.0,14.0,12.5,4.9,1.5,1.1,13.8,22.6,,0.5,1.4,1.9,.050,,-1.2,-1.9,-3.0,-0.5
Cedric Henderson,SF,25,CLE,55,10,961,102,262,.389,1,8,.125,101,254,.398,.391,30,46,.652,19,71,90,79,29,23,63,101,235,6.2,.416,.031,.176,2.3,8.5,5.4,13.2,1.6,1.7,18.2,16.2,,-1.3,0.5,-0.7,-0.037,,-4.5,-0.3,-4.8,-0.7
Chris Herren,PG,25,BOS,25,7,408,29,96,.302,16,55,.291,13,41,.317,.385,9,12,.750,4,17,21,56,14,0,20,43,83,6.1,.410,.573,.125,1.1,5.1,3.0,21.9,1.8,0.0,16.5,13.5,,-0.2,0.2,0.0,.001,,-4.0,-1.2,-5.2,-0.3
Grant Hill,SF,28,ORL,4,4,133,19,43,.442,1,1,1.000,18,42,.429,.453,16,26,.615,8,17,25,25,5,2,11,9,55,18.1,.505,.023,.605,6.5,14.5,10.4,30.7,1.9,1.1,16.8,21.8,,0.2,0.2,0.3,.126,,3.3,2.0,5.2,0.2
Tyrone Hill,PF,32,PHI,76,75,2363,278,587,.474,0,1,.000,278,586,.474,.474,172,273,.630,239,448,687,48,37,27,127,242,728,12.4,.515,.002,.465,11.7,21.0,16.4,3.3,0.8,0.8,15.2,16.0,,2.0,3.5,5.5,.111,,-1.7,-0.8,-2.4,-0.3
Fred Hoiberg,SG,28,CHI,74,37,2247,217,495,.438,103,250,.412,114,245,.465,.542,136,157,.866,21,287,308,263,98,12,74,155,673,15.3,.597,.505,.317,1.1,15.8,8.1,19.9,2.3,0.4,11.6,13.2,,4.6,1.3,5.9,.126,,0.8,0.4,1.2,1.8
