Player,G,MP,FGA,3PA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
LaMarcus Aldridge,340.0,10716.0,5143.0,463.0,1378.0,841.0,1754.0,693.0,191.0,437.0,483.0,732.0
James Johnson,318.0,7387.0,2434.0,832.0,588.0,235.0,1075.0,915.0,261.0,249.0,507.0,767.0
Paul Millsap,308.0,8053.0,2996.0,807.0,1071.0,532.0,1395.0,703.0,312.0,237.0,458.0,777.0
Day'Ron Sharpe,21.0,258.0,103.0,3.0,23.0,51.0,52.0,7.0,6.0,12.0,22.0,46.0
Nic Claxton,67.0,1224.0,315.0,12.0,124.0,100.0,219.0,63.0,35.0,71.0,42.0,132.0
Kessler Edwards,15.0,387.0,109.0,54.0,1.0,18.0,45.0,12.0,14.0,10.0,15.0,32.0
Joe Harris,358.0,10093.0,3346.0,1903.0,444.0,231.0,1069.0,651.0,197.0,78.0,449.0,787.0
David Duke Jr.,14.0,244.0,78.0,25.0,17.0,27.0,30.0,13.0,7.0,6.0,8.0,28.0
Kyrie Irving,280.0,9456.0,5385.0,1843.0,1167.0,233.0,953.0,1676.0,361.0,124.0,689.0,654.0
Alec Burks,332.0,7381.0,2820.0,1151.0,874.0,162.0,1097.0,641.0,243.0,77.0,343.0,556.0
Julius Randle,410.0,12932.0,5850.0,1177.0,2193.0,808.0,2918.0,1561.0,295.0,196.0,1187.0,1300.0
Evan Fournier,360.0,11285.0,4812.0,2181.0,1041.0,155.0,920.0,1097.0,341.0,77.0,647.0,887.0
Immanuel Quickley,108.0,2229.0,969.0,527.0,254.0,41.0,202.0,255.0,60.0,15.0,113.0,210.0
Mitchell Robinson,201.0,4696.0,1003.0,0.0,440.0,627.0,832.0,109.0,161.0,389.0,130.0,610.0
Obi Toppin,105.0,1357.0,445.0,155.0,100.0,67.0,226.0,70.0,30.0,35.0,57.0,116.0
RJ Barrett,169.0,5551.0,2396.0,729.0,709.0,151.0,782.0,465.0,130.0,50.0,342.0,394.0
Taj Gibson,368.0,8941.0,2515.0,126.0,660.0,785.0,1400.0,365.0,228.0,268.0,358.0,872.0
Quentin Grimes,30.0,453.0,139.0,111.0,9.0,11.0,33.0,29.0,16.0,5.0,17.0,40.0
Kemba Walker,367.0,12174.0,6360.0,2918.0,1679.0,192.0,1202.0,1936.0,396.0,125.0,801.0,533.0
Derrick Rose,266.0,7107.0,3554.0,604.0,756.0,180.0,570.0,1130.0,193.0,80.0,507.0,277.0
Nerlens Noel,303.0,5717.0,1235.0,11.0,415.0,546.0,1074.0,233.0,315.0,428.0,272.0,746.0
Miles McBride,18.0,146.0,54.0,28.0,4.0,2.0,14.0,21.0,8.0,1.0,3.0,15.0
Jericho Sims,14.0,89.0,8.0,0.0,4.0,8.0,14.0,1.0,2.0,5.0,2.0,6.0
Cam Reddish,119.0,3103.0,1162.0,530.0,288.0,77.0,329.0,160.0,130.0,48.0,174.0,245.0
Luka Šamanić,36.0,356.0,121.0,51.0,33.0,17.0,61.0,21.0,8.0,10.0,22.0,49.0
Ryan Arcidiacono,207.0,3645.0,796.0,453.0,166.0,53.0,368.0,456.0,114.0,7.0,123.0,332.0
Franz Wagner,48.0,1556.0,618.0,167.0,144.0,56.0,172.0,138.0,46.0,26.0,78.0,104.0
R.J. Hampton,93.0,1703.0,593.0,194.0,161.0,43.0,258.0,189.0,50.0,18.0,109.0,123.0
Gary Harris,316.0,9774.0,3434.0,1436.0,672.0,201.0,646.0,753.0,386.0,75.0,408.0,589.0
Wendell Carter Jr.,180.0,4874.0,1567.0,258.0,556.0,438.0,1109.0,335.0,121.0,164.0,279.0,565.0
Terrence Ross,337.0,8933.0,3810.0,1992.0,684.0,97.0,948.0,532.0,331.0,127.0,386.0,555.0
Moritz Wagner,171.0,2473.0,869.0,356.0,300.0,117.0,424.0,169.0,75.0,60.0,176.0,389.0
Mo Bamba,192.0,3367.0,1154.0,436.0,211.0,321.0,779.0,170.0,77.0,285.0,172.0,406.0
Chuma Okeke,82.0,2010.0,608.0,308.0,73.0,66.0,285.0,152.0,98.0,39.0,69.0,98.0
Cole Anthony,81.0,2400.0,1085.0,412.0,267.0,58.0,367.0,388.0,57.0,28.0,199.0,189.0
Jalen Suggs,27.0,751.0,326.0,117.0,105.0,19.0,85.0,108.0,32.0,12.0,89.0,77.0
Robin Lopez,378.0,8288.0,2823.0,174.0,539.0,765.0,848.0,435.0,69.0,349.0,461.0,634.0
Ignas Brazdeikis,43.0,495.0,162.0,65.0,29.0,21.0,59.0,36.0,9.0,5.0,20.0,47.0
Admiral Schofield,49.0,579.0,139.0,87.0,18.0,13.0,76.0,28.0,10.0,7.0,18.0,76.0
Jonathan Isaac,136.0,3512.0,1088.0,406.0,237.0,173.0,568.0,146.0,145.0,206.0,151.0,274.0
Markelle Fultz,113.0,2891.0,1142.0,166.0,236.0,83.0,293.0,524.0,127.0,22.0,207.0,234.0
E'Twaun Moore,291.0,7278.0,2541.0,887.0,260.0,170.0,523.0,571.0,216.0,68.0,286.0,537.0
Michael Carter-Williams,201.0,3686.0,1188.0,297.0,394.0,165.0,482.0,537.0,176.0,100.0,259.0,417.0
Domantas Sabonis,397.0,11204.0,4131.0,546.0,1448.0,877.0,2709.0,1384.0,294.0,176.0,894.0,1192.0
Torrey Craig,265.0,4801.0,1209.0,594.0,192.0,301.0,635.0,242.0,119.0,138.0,142.0,532.0
Myles Turner,371.0,11012.0,3700.0,1107.0,1126.0,547.0,2000.0,472.0,286.0,898.0,507.0,1093.0
Justin Holiday,423.0,11721.0,3598.0,2262.0,540.0,183.0,1267.0,685.0,456.0,200.0,401.0,770.0
Chris Duarte,40.0,1162.0,472.0,205.0,77.0,28.0,137.0,91.0,45.0,7.0,66.0,70.0
Oshae Brissett,77.0,1355.0,394.0,188.0,123.0,84.0,208.0,51.0,43.0,34.0,43.0,102.0
Caris LeVert,293.0,7992.0,3668.0,1227.0,892.0,218.0,905.0,1148.0,324.0,100.0,563.0,587.0
Jeremy Lamb,336.0,7925.0,3254.0,1119.0,850.0,208.0,1228.0,624.0,283.0,144.0,306.0,593.0
Malcolm Brogdon,325.0,9780.0,4021.0,1352.0,848.0,263.0,1094.0,1550.0,279.0,74.0,577.0,635.0
Goga Bitadze,127.0,1324.0,448.0,159.0,135.0,122.0,214.0,75.0,29.0,114.0,61.0,204.0
T.J. McConnell,397.0,9012.0,2434.0,249.0,271.0,216.0,960.0,2021.0,514.0,83.0,625.0,595.0
Duane Washington Jr.,16.0,311.0,126.0,67.0,19.0,1.0,22.0,28.0,7.0,1.0,17.0,15.0
Isaiah Jackson,15.0,108.0,40.0,2.0,21.0,12.0,22.0,4.0,5.0,9.0,4.0,24.0
Keifer Sykes,12.0,270.0,88.0,41.0,9.0,5.0,21.0,31.0,6.0,1.0,19.0,25.0
Terry Taylor,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
T.J. Warren,245.0,7869.0,3536.0,601.0,747.0,351.0,789.0,328.0,272.0,143.0,282.0,646.0
Georges Niang,271.0,3687.0,1286.0,848.0,116.0,75.0,456.0,203.0,79.0,27.0,141.0,364.0
Furkan Korkmaz,231.0,4393.0,1615.0,986.0,285.0,66.0,464.0,317.0,147.0,33.0,167.0,278.0
Andre Drummond,382.0,11561.0,4403.0,100.0,1740.0,1699.0,3672.0,760.0,593.0,536.0,925.0,1210.0
Seth Curry,305.0,8034.0,2764.0,1392.0,399.0,104.0,612.0,693.0,229.0,45.0,356.0,518.0
Tyrese Maxey,100.0,2312.0,952.0,238.0,194.0,26.0,212.0,294.0,52.0,33.0,87.0,160.0
Tobias Harris,415.0,13859.0,6190.0,1851.0,1310.0,363.0,2323.0,1151.0,314.0,224.0,623.0,842.0
Joel Embiid,295.0,9092.0,5040.0,1019.0,2715.0,688.0,2622.0,945.0,243.0,491.0,997.0,919.0
Matisse Thybulle,162.0,3410.0,664.0,380.0,72.0,90.0,219.0,176.0,258.0,154.0,106.0,341.0
Isaiah Joe,72.0,771.0,248.0,193.0,43.0,10.0,63.0,42.0,21.0,6.0,19.0,63.0
Danny Green,384.0,10123.0,2820.0,1964.0,239.0,254.0,1096.0,601.0,421.0,303.0,381.0,725.0
Shake Milton,150.0,3202.0,1285.0,461.0,296.0,70.0,282.0,390.0,87.0,44.0,187.0,307.0
Charles Bassey,21.0,152.0,40.0,4.0,11.0,19.0,37.0,7.0,4.0,15.0,7.0,29.0
Paul Reed,47.0,362.0,121.0,10.0,16.0,50.0,58.0,22.0,22.0,23.0,19.0,57.0
Charlie Brown Jr.,31.0,349.0,97.0,41.0,23.0,18.0,33.0,16.0,15.0,8.0,13.0,37.0
Myles Powell,9.0,46.0,16.0,5.0,2.0,1.0,4.0,3.0,1.0,0.0,3.0,6.0
Jaden Springer,2.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
Ben Simmons,275.0,9326.0,3188.0,34.0,1354.0,523.0,1694.0,2127.0,464.0,199.0,925.0,777.0
Chris Paul,363.0,11532.0,4586.0,1738.0,1277.0,179.0,1566.0,3057.0,629.0,85.0,853.0,855.0
Mikal Bridges,273.0,8375.0,2155.0,990.0,427.0,242.0,810.0,548.0,366.0,167.0,237.0,565.0
Cameron Johnson,160.0,3797.0,1270.0,856.0,180.0,110.0,459.0,208.0,111.0,46.0,101.0,244.0
JaVale McGee,373.0,5516.0,2042.0,55.0,556.0,655.0,1250.0,204.0,155.0,457.0,352.0,801.0
Landry Shamet,235.0,5499.0,1676.0,1213.0,298.0,48.0,379.0,380.0,108.0,34.0,158.0,439.0
Cameron Payne,204.0,3833.0,1485.0,590.0,194.0,70.0,404.0,659.0,135.0,52.0,252.0,352.0
Devin Booker,372.0,12918.0,7098.0,2242.0,2315.0,208.0,1338.0,1870.0,316.0,97.0,1269.0,1103.0
Jae Crowder,396.0,11210.0,3549.0,2236.0,808.0,264.0,1666.0,729.0,370.0,144.0,399.0,878.0
Deandre Ayton,206.0,6371.0,2447.0,45.0,531.0,677.0,1511.0,339.0,150.0,229.0,357.0,584.0
Elfrid Payton,321.0,8484.0,3149.0,517.0,662.0,331.0,1028.0,1813.0,345.0,107.0,681.0,634.0
Jalen Smith,49.0,461.0,163.0,47.0,48.0,55.0,102.0,9.0,6.0,19.0,24.0,54.0
Ish Wainright,20.0,133.0,39.0,22.0,4.0,14.0,12.0,8.0,7.0,2.0,8.0,24.0
Abdel Nader,202.0,2583.0,778.0,350.0,188.0,52.0,324.0,110.0,76.0,55.0,133.0,245.0
Bismack Biyombo,345.0,6642.0,1424.0,2.0,768.0,668.0,1337.0,316.0,91.0,361.0,340.0,740.0
Frank Kaminsky,296.0,6217.0,2446.0,991.0,627.0,224.0,968.0,521.0,130.0,99.0,247.0,461.0
Emanuel Terry,6.0,41.0,12.0,0.0,4.0,11.0,11.0,4.0,4.0,0.0,7.0,8.0
Dario Šarić,356.0,8965.0,3393.0,1433.0,804.0,538.0,1548.0,699.0,220.0,79.0,573.0,755.0
Jusuf Nurkić,304.0,7754.0,3186.0,121.0,1192.0,811.0,1991.0,774.0,286.0,369.0,692.0,947.0
Robert Covington,365.0,11488.0,3461.0,2228.0,613.0,335.0,1895.0,561.0,616.0,420.0,520.0,1095.0
Nassir Little,137.0,2272.0,622.0,287.0,180.0,118.0,346.0,97.0,43.0,63.0,72.0,204.0
Anfernee Simons,194.0,3794.0,1492.0,804.0,234.0,61.0,347.0,336.0,65.0,24.0,179.0,317.0
Larry Nance Jr.,324.0,8079.0,2154.0,481.0,523.0,667.0,1559.0,695.0,425.0,169.0,346.0,743.0
Norman Powell,361.0,8360.0,3260.0,1406.0,864.0,138.0,792.0,555.0,304.0,97.0,449.0,679.0
Tony Snell,367.0,8747.0,1953.0,1246.0,194.0,97.0,727.0,465.0,178.0,90.0,176.0,541.0
Damian Lillard,390.0,14130.0,7671.0,3513.0,2779.0,254.0,1497.0,2719.0,382.0,131.0,1095.0,670.0
Ben McLemore,289.0,5449.0,1972.0,1267.0,313.0,99.0,482.0,226.0,152.0,53.0,241.0,556.0
CJ McCollum,376.0,13233.0,6944.0,2516.0,1111.0,279.0,1213.0,1420.0,333.0,188.0,682.0,872.0
Dennis Smith Jr.,207.0,4998.0,2184.0,686.0,475.0,128.0,482.0,879.0,222.0,70.0,472.0,423.0
Cody Zeller,277.0,6296.0,1837.0,133.0,769.0,641.0,1138.0,428.0,189.0,168.0,305.0,751.0
CJ Elleby,56.0,475.0,149.0,74.0,31.0,26.0,59.0,28.0,19.0,5.0,16.0,62.0
Trendon Watford,20.0,191.0,53.0,4.0,23.0,15.0,34.0,15.0,3.0,10.0,13.0,18.0
Greg Brown III,18.0,85.0,31.0,6.0,13.0,8.0,14.0,5.0,2.0,4.0,6.0,11.0
Keljin Blevins,23.0,111.0,31.0,17.0,2.0,3.0,10.0,6.0,2.0,0.0,8.0,9.0
Quinn Cook,188.0,2652.0,1039.0,441.0,78.0,46.0,268.0,298.0,52.0,7.0,135.0,201.0
Buddy Hield,435.0,12571.0,5830.0,3285.0,680.0,316.0,1523.0,1047.0,354.0,125.0,743.0,904.0
Tyrese Haliburton,102.0,3247.0,1108.0,509.0,133.0,72.0,274.0,625.0,149.0,59.0,190.0,147.0
De'Aaron Fox,306.0,9710.0,4562.0,1047.0,1625.0,164.0,905.0,1897.0,416.0,134.0,852.0,804.0
Harrison Barnes,406.0,13997.0,5431.0,1733.0,1595.0,415.0,1806.0,845.0,280.0,74.0,569.0,566.0
Davion Mitchell,42.0,1031.0,397.0,156.0,37.0,23.0,73.0,135.0,29.0,13.0,42.0,76.0
Chimezie Metu,115.0,1448.0,541.0,158.0,116.0,73.0,301.0,86.0,51.0,46.0,83.0,127.0
Richaun Holmes,310.0,6920.0,2161.0,123.0,689.0,607.0,1353.0,359.0,195.0,348.0,300.0,900.0
Alex Len,372.0,6971.0,2237.0,322.0,928.0,715.0,1463.0,347.0,145.0,365.0,425.0,941.0
Tristan Thompson,315.0,8069.0,2091.0,30.0,739.0,1052.0,1630.0,401.0,151.0,212.0,353.0,662.0
Maurice Harkless,325.0,7652.0,1863.0,674.0,380.0,322.0,848.0,343.0,300.0,236.0,264.0,760.0
Terence Davis,162.0,2810.0,1154.0,656.0,155.0,81.0,402.0,237.0,108.0,39.0,172.0,291.0
Damian Jones,171.0,2423.0,496.0,26.0,243.0,199.0,357.0,121.0,56.0,113.0,108.0,373.0
Marvin Bagley III,145.0,3606.0,1588.0,283.0,474.0,360.0,722.0,131.0,68.0,101.0,193.0,308.0
Jahmi'us Ramsey,28.0,177.0,72.0,30.0,15.0,3.0,12.0,9.0,5.0,2.0,5.0,13.0
Robert Woodard II,21.0,60.0,24.0,7.0,10.0,4.0,14.0,2.0,0.0,3.0,2.0,6.0
Neemias Queta,6.0,40.0,15.0,0.0,4.0,6.0,7.0,3.0,1.0,1.0,2.0,7.0
Louis King,21.0,202.0,81.0,38.0,16.0,6.0,30.0,15.0,11.0,3.0,6.0,27.0
Keldon Johnson,129.0,3589.0,1311.0,370.0,363.0,147.0,590.0,208.0,84.0,32.0,147.0,248.0
Lonnie Walker IV,181.0,3607.0,1464.0,607.0,221.0,45.0,380.0,278.0,95.0,45.0,157.0,245.0
Dejounte Murray,294.0,7337.0,3084.0,544.0,537.0,299.0,1414.0,1291.0,400.0,77.0,515.0,542.0
Derrick White,230.0,5886.0,2084.0,835.0,608.0,112.0,641.0,875.0,187.0,184.0,308.0,491.0
Drew Eubanks,141.0,1653.0,432.0,9.0,215.0,158.0,367.0,105.0,37.0,97.0,115.0,190.0
Jakob Poeltl,387.0,7575.0,1863.0,2.0,565.0,929.0,1315.0,518.0,196.0,470.0,361.0,865.0
Devin Vassell,101.0,2032.0,689.0,344.0,92.0,49.0,290.0,107.0,81.0,45.0,52.0,172.0
Keita Bates-Diop,143.0,2165.0,621.0,213.0,166.0,96.0,328.0,84.0,65.0,56.0,67.0,123.0
Tre Jones,74.0,723.0,212.0,19.0,42.0,23.0,70.0,119.0,22.0,0.0,34.0,47.0
Doug McDermott,391.0,8396.0,2940.0,1376.0,427.0,176.0,785.0,405.0,89.0,43.0,257.0,587.0
Jock Landale,29.0,298.0,102.0,43.0,23.0,36.0,31.0,29.0,5.0,11.0,20.0,25.0
Thaddeus Young,392.0,10910.0,3771.0,715.0,518.0,803.0,1500.0,941.0,557.0,171.0,588.0,824.0
Joshua Primo,20.0,269.0,77.0,41.0,12.0,8.0,23.0,26.0,8.0,10.0,18.0,18.0
Joe Wieskamp,13.0,77.0,23.0,17.0,7.0,2.0,5.0,4.0,2.0,2.0,0.0,5.0
Devontae Cacok,28.0,165.0,56.0,0.0,11.0,19.0,39.0,4.0,9.0,9.0,6.0,16.0
Juancho Hernangómez,276.0,4308.0,1186.0,659.0,351.0,223.0,711.0,174.0,105.0,57.0,143.0,304.0
Zach Collins,154.0,2691.0,757.0,253.0,176.0,179.0,435.0,139.0,47.0,102.0,149.0,343.0
Luguentz Dort,131.0,3747.0,1448.0,748.0,358.0,91.0,350.0,184.0,112.0,39.0,167.0,358.0
Jeremiah Robinson-Earl,43.0,992.0,283.0,147.0,41.0,69.0,179.0,44.0,26.0,14.0,35.0,71.0
Shai Gilgeous-Alexander,229.0,7252.0,3074.0,798.0,1072.0,153.0,858.0,942.0,249.0,148.0,484.0,462.0
Josh Giddey,42.0,1294.0,497.0,169.0,53.0,72.0,240.0,259.0,41.0,18.0,124.0,71.0
Darius Bazley,158.0,3924.0,1360.0,573.0,323.0,125.0,781.0,188.0,82.0,115.0,223.0,157.0
Mike Muscala,308.0,5347.0,1691.0,1010.0,319.0,240.0,826.0,310.0,116.0,152.0,196.0,471.0
Kenrich Williams,190.0,4150.0,1079.0,459.0,151.0,247.0,592.0,367.0,163.0,62.0,167.0,390.0
Ty Jerome,102.0,1707.0,645.0,352.0,88.0,32.0,161.0,229.0,60.0,13.0,92.0,141.0
Aleksej Pokusevski,81.0,1634.0,601.0,294.0,56.0,63.0,294.0,137.0,38.0,59.0,141.0,102.0
Tre Mann,34.0,583.0,229.0,97.0,30.0,12.0,62.0,26.0,18.0,7.0,22.0,56.0
Derrick Favors,353.0,7883.0,2467.0,172.0,721.0,843.0,1596.0,396.0,229.0,349.0,329.0,727.0
Aaron Wiggins,29.0,627.0,163.0,73.0,45.0,24.0,73.0,30.0,23.0,6.0,26.0,56.0
Théo Maledon,86.0,2063.0,692.0,357.0,165.0,33.0,215.0,249.0,66.0,13.0,159.0,148.0
Isaiah Roby,82.0,1682.0,514.0,131.0,138.0,109.0,293.0,120.0,56.0,43.0,129.0,189.0
Paul Watson,46.0,540.0,143.0,102.0,19.0,9.0,80.0,33.0,13.0,7.0,16.0,51.0
Mamadi Diakite,21.0,223.0,60.0,8.0,16.0,15.0,43.0,8.0,10.0,9.0,6.0,31.0
Gabriel Deck,17.0,268.0,81.0,19.0,22.0,17.0,29.0,29.0,9.0,0.0,8.0,11.0
Vit Krejci,3.0,9.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
Chris Boucher,193.0,3273.0,1246.0,517.0,424.0,333.0,655.0,105.0,91.0,239.0,110.0,394.0
Fred VanVleet,324.0,8968.0,3616.0,1843.0,773.0,134.0,875.0,1555.0,399.0,117.0,494.0,628.0
Svi Mykhailiuk,202.0,3671.0,1252.0,799.0,172.0,69.0,320.0,293.0,130.0,21.0,197.0,222.0
Scottie Barnes,37.0,1311.0,463.0,98.0,107.0,103.0,186.0,127.0,38.0,32.0,69.0,107.0
Gary Trent Jr.,169.0,4425.0,1780.0,978.0,221.0,67.0,291.0,217.0,170.0,41.0,102.0,262.0
Precious Achiuwa,96.0,1613.0,507.0,44.0,166.0,155.0,316.0,72.0,40.0,50.0,79.0,167.0
Dalano Banton,34.0,398.0,122.0,28.0,24.0,20.0,51.0,57.0,14.0,5.0,37.0,42.0
Pascal Siakam,363.0,10336.0,4240.0,1064.0,1189.0,488.0,1710.0,1032.0,323.0,251.0,612.0,968.0
OG Anunoby,282.0,7396.0,2299.0,1100.0,419.0,280.0,857.0,374.0,308.0,127.0,304.0,639.0
Malachi Flynn,74.0,1159.0,426.0,212.0,63.0,16.0,128.0,162.0,48.0,10.0,51.0,91.0
Justin Champagnie,27.0,241.0,59.0,22.0,9.0,36.0,25.0,8.0,7.0,4.0,6.0,31.0
Khem Birch,230.0,4155.0,903.0,62.0,416.0,475.0,621.0,239.0,120.0,134.0,132.0,371.0
Yuta Watanabe,102.0,1325.0,364.0,169.0,71.0,60.0,214.0,68.0,42.0,31.0,40.0,103.0
Isaac Bonga,140.0,1865.0,361.0,130.0,114.0,102.0,218.0,117.0,72.0,37.0,88.0,238.0
Goran Dragić,298.0,8918.0,3945.0,1349.0,1127.0,192.0,874.0,1485.0,260.0,49.0,712.0,705.0
David Johnson,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Clarkson,430.0,11259.0,5805.0,2501.0,951.0,320.0,1037.0,1044.0,344.0,65.0,716.0,673.0
Bojan Bogdanović,423.0,12836.0,5216.0,2379.0,1471.0,217.0,1397.0,738.0,259.0,28.0,733.0,715.0
Royce O'Neale,337.0,8503.0,1622.0,974.0,257.0,200.0,1424.0,688.0,262.0,127.0,307.0,771.0
Rudy Gobert,399.0,13021.0,3252.0,7.0,2358.0,1412.0,3774.0,577.0,283.0,950.0,709.0,1120.0
Mike Conley,291.0,9065.0,3953.0,1756.0,1212.0,164.0,797.0,1661.0,350.0,69.0,562.0,547.0
Joe Ingles,427.0,12185.0,3357.0,2198.0,478.0,148.0,1431.0,1927.0,417.0,76.0,764.0,872.0
Donovan Mitchell,318.0,10711.0,6151.0,2381.0,1500.0,247.0,1062.0,1390.0,410.0,96.0,882.0,811.0
Hassan Whiteside,343.0,8727.0,3353.0,26.0,1194.0,1127.0,2771.0,279.0,185.0,682.0,537.0,923.0
Trent Forrest,67.0,676.0,132.0,33.0,44.0,24.0,79.0,85.0,19.0,7.0,48.0,43.0
Eric Paschall,134.0,2765.0,1060.0,242.0,352.0,132.0,338.0,196.0,48.0,24.0,156.0,226.0
Rudy Gay,316.0,7514.0,3174.0,1041.0,719.0,306.0,1450.0,572.0,241.0,180.0,442.0,611.0
Jared Butler,21.0,131.0,61.0,34.0,9.0,1.0,15.0,16.0,8.0,6.0,17.0,21.0
Elijah Hughes,29.0,140.0,54.0,41.0,7.0,1.0,19.0,11.0,4.0,1.0,11.0,6.0
Udoka Azubuike,23.0,111.0,17.0,0.0,12.0,6.0,19.0,0.0,2.0,8.0,8.0,14.0
Danuel House Jr.,184.0,4572.0,1292.0,797.0,285.0,119.0,555.0,248.0,123.0,75.0,156.0,324.0
Jaren Jackson Jr.,174.0,4724.0,2121.0,835.0,629.0,209.0,660.0,204.0,152.0,296.0,298.0,658.0
Desmond Bane,113.0,2865.0,1142.0,583.0,119.0,54.0,355.0,226.0,90.0,37.0,127.0,235.0
Tyus Jones,390.0,7204.0,2105.0,706.0,334.0,91.0,607.0,1448.0,386.0,30.0,282.0,332.0
Steven Adams,402.0,11992.0,3183.0,11.0,1297.0,1668.0,1906.0,690.0,447.0,363.0,650.0,924.0
John Konchar,103.0,1496.0,324.0,134.0,59.0,105.0,253.0,126.0,67.0,24.0,44.0,98.0
De'Anthony Melton,202.0,4112.0,1418.0,635.0,267.0,137.0,553.0,576.0,269.0,97.0,285.0,382.0
Kyle Anderson,363.0,8349.0,2194.0,551.0,588.0,310.0,1427.0,932.0,400.0,240.0,384.0,577.0
Xavier Tillman Sr.,96.0,1590.0,450.0,99.0,101.0,120.0,250.0,115.0,85.0,47.0,71.0,165.0
Ja Morant,166.0,5311.0,2592.0,577.0,909.0,163.0,563.0,1200.0,161.0,45.0,545.0,248.0
Brandon Clarke,151.0,3340.0,1194.0,159.0,287.0,254.0,594.0,222.0,107.0,137.0,106.0,239.0
Ziaire Williams,30.0,608.0,191.0,114.0,18.0,8.0,39.0,24.0,15.0,7.0,16.0,57.0
Killian Tillie,46.0,558.0,162.0,100.0,19.0,25.0,50.0,25.0,27.0,21.0,11.0,64.0
Santi Aldama,26.0,275.0,97.0,39.0,20.0,23.0,40.0,14.0,2.0,7.0,8.0,25.0
Jarrett Culver,119.0,2229.0,823.0,302.0,184.0,112.0,241.0,158.0,88.0,49.0,119.0,209.0
Dillon Brooks,261.0,7376.0,3333.0,1188.0,666.0,196.0,600.0,515.0,251.0,78.0,423.0,867.0
Sam Merrill,36.0,291.0,96.0,70.0,8.0,7.0,30.0,25.0,8.0,1.0,12.0,20.0
Yves Pons,6.0,21.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0
Tyrell Terry,13.0,59.0,17.0,7.0,3.0,0.0,6.0,6.0,5.0,0.0,2.0,3.0
Shaquille Harrison,175.0,2654.0,799.0,175.0,233.0,72.0,349.0,271.0,167.0,62.0,114.0,257.0
Deni Avdija,101.0,2321.0,598.0,299.0,112.0,55.0,430.0,139.0,69.0,45.0,74.0,246.0
Kyle Kuzma,320.0,9650.0,4124.0,1746.0,843.0,357.0,1585.0,652.0,180.0,161.0,574.0,665.0
Kentavious Caldwell-Pope,412.0,11986.0,3935.0,2059.0,811.0,249.0,1103.0,782.0,436.0,99.0,435.0,721.0
Daniel Gafford,141.0,2341.0,606.0,0.0,248.0,244.0,366.0,94.0,57.0,202.0,111.0,300.0
Corey Kispert,42.0,761.0,205.0,115.0,38.0,22.0,69.0,34.0,13.0,11.0,19.0,37.0
Montrezl Harrell,388.0,8827.0,3527.0,73.0,1542.0,776.0,1438.0,565.0,230.0,352.0,469.0,876.0
Raul Neto,276.0,4179.0,1334.0,457.0,267.0,63.0,376.0,545.0,172.0,26.0,236.0,355.0
Bradley Beal,396.0,14253.0,7845.0,2736.0,2265.0,364.0,1353.0,1947.0,474.0,174.0,1103.0,910.0
Spencer Dinwiddie,312.0,8772.0,3441.0,1514.0,1364.0,154.0,841.0,1681.0,217.0,92.0,586.0,768.0
Aaron Holiday,218.0,4009.0,1447.0,586.0,246.0,49.0,322.0,502.0,141.0,50.0,226.0,340.0
Dāvis Bertāns,363.0,7061.0,2309.0,1805.0,409.0,122.0,867.0,376.0,162.0,141.0,216.0,628.0
Anthony Gill,44.0,331.0,87.0,31.0,28.0,24.0,52.0,19.0,11.0,6.0,13.0,46.0
Isaiah Todd,9.0,35.0,15.0,10.0,4.0,2.0,7.0,1.0,2.0,2.0,1.0,1.0
Rui Hachimura,113.0,3369.0,1249.0,241.0,317.0,129.0,510.0,174.0,83.0,16.0,125.0,229.0
Joel Ayayi,7.0,20.0,6.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
Thomas Bryant,149.0,3072.0,1069.0,235.0,295.0,240.0,642.0,200.0,57.0,129.0,127.0,275.0
Cassius Winston,24.0,105.0,35.0,19.0,8.0,0.0,9.0,14.0,2.0,1.0,6.0,8.0
Saddiq Bey,116.0,3449.0,1320.0,793.0,270.0,102.0,489.0,209.0,93.0,22.0,126.0,191.0
Trey Lyles,337.0,6132.0,2235.0,956.0,548.0,281.0,1201.0,381.0,136.0,126.0,280.0,487.0
Hamidou Diallo,188.0,3527.0,1272.0,222.0,408.0,182.0,532.0,206.0,147.0,58.0,193.0,410.0
Isaiah Stewart,106.0,2412.0,654.0,84.0,150.0,257.0,496.0,102.0,52.0,132.0,117.0,294.0
Cade Cunningham,37.0,1186.0,545.0,236.0,79.0,32.0,167.0,192.0,47.0,23.0,134.0,109.0
Josh Jackson,277.0,6573.0,2887.0,883.0,810.0,246.0,889.0,527.0,242.0,162.0,525.0,714.0
Cory Joseph,414.0,10303.0,2863.0,868.0,491.0,221.0,982.0,1451.0,379.0,98.0,482.0,748.0
